"ug","uw","mu_gas","mu_liq","muf_tot","sw_ave","muf_in","fg_in","fg_out","muf_err","dp_tot","dp_mid","dp_err"
1.1205118656295703e-5,1.4695747284570212e-6,1.964505472550311e-5,0.000952389907072069,0.02470182320037226,0.5147619745750509,0.0015325501278931437,0.8839386407235501,0.8839386407235501,0.000830442316838601,0.21917516606579532,0.006399088102748979,0.007368376464552674
8.148599759690737e-6,4.408724185371063e-6,1.983910090087332e-5,0.0009522589423124095,1.5029034960180117,0.21483686941907526,1.4092733173335699,0.634872568737957,0.634872568737957,0.055442400224968415,13.211528499691932,5.829861886013554,0.48737583790590777
8.172125854805346e-6,4.408724185371064e-6,1.983035807473755e-5,0.0009522647227962764,1.443447311067254,0.2150264907954619,1.3196050298696016,0.6360146627371767,0.6360146627371767,0.06231438736059938,12.712641349152545,5.469150655932203,0.5488114816063103
1.1346066012931073e-5,7.347873642285109e-7,1.9762685449723062e-5,0.0009523098397501717,1.2016077436371073,NaN,0.9626709522025546,0.9363358630323145,0.9363358630323145,0.06215939090438769,10.162140733774834,3.8312581860927146,0.5256894203961455
1.2396976683026202e-5,2.939149456914039e-7,1.9601942112671826e-5,0.0009524198017639989,0.23230309135860877,NaN,0.162252367181555,0.9765957789303,0.9765957789303,0.17049088421117142,2.063820861048478,0.6783426381059753,1.514670516848362
1.2090954396244175e-5,2.93914945691405e-7,1.9670087649728756e-5,0.0009523726870258837,0.09331548959792701,0.24525056501141249,0.053388916636986854,0.9761725957246161,0.9761725957246161,0.018529157448237854,0.8090400879999997,0.21782537800000001,0.16064676118702184
3.5936015074644975e-6,1.0287023099199147e-5,1.975404816333419e-5,0.0009523156467085638,0.9350998359509675,0.23524363874651566,0.8457528555752016,0.2505782957411227,0.2505782957411227,0.03938272359240907,9.086400247761194,3.8673940149253734,0.38268340518278127
9.488689255380714e-6,2.9391494569140423e-6,1.978301057918113e-5,0.0009522962186852544,1.5986201707684127,0.19824020938451092,1.4954510374124461,0.7514718860341102,0.7514718860341102,0.04177836138823736,13.908034843354429,6.122569808544305,0.36347277265153066
4.6274652744169945e-6,8.817448370742124e-6,1.985810001221313e-5,0.0009522464180448612,0.9764740009555689,NaN,0.8631256965855632,0.3346196541852818,0.3346196541852818,0.04052772533772278,9.190593864147548,3.822944581646423,0.3814478045009211
1.0081035211005881e-5,2.204362092685531e-6,1.9783214768865585e-5,0.0009522960821555531,1.706983134843945,0.1995185041166766,1.5966357237527722,0.8101860385622509,0.8101860385622509,0.12368624234043267,14.68058322479062,6.461911218760468,1.063739961675922
5.740158965873546e-6,7.347873642285106e-6,1.988176463609486e-5,0.0009522308890459734,1.2786008414358203,0.22387888211293486,1.1370015602781682,0.425441017617471,0.425441017617471,0.048547645963685805,11.714782438438439,4.902316741741743,0.44480270302673697
1.0094998408378938e-5,1.46957472845702e-6,1.9955227557963268e-5,0.0009521831703135456,1.7054736895108806,0.19260422191039053,1.5016705524323652,0.8659781726780371,0.8659781726780371,0.06623351690289438,13.807005700920246,5.720977111963189,0.5362067741616873
1.1707295597914517e-6,1.3226172556113189e-5,1.9821879432208807e-5,0.0009522703390365307,0.5462762670615784,0.23846114699826507,0.45204311582993983,0.07938738255846227,0.07938738255846227,0.02445479960758522,5.50562032010582,2.143950976190476,0.2464665770084791
2.3286675331130663e-6,1.1756597827656168e-5,1.9838453342227726e-5,0.0009522593700849541,0.7016406467552515,0.2474145145022858,0.6039117519680808,0.1608880841008705,0.1608880841008705,0.04043736924683986,6.918383732718894,2.8022343548387103,0.3987243881679954
6.883961649146227e-6,5.878298913828084e-6,1.9883672705745955e-5,0.0009522296403383176,1.2552692419113936,NaN,1.1290975365495235,0.5266322432100874,0.5266322432100874,0.03784314515940774,11.214744089635856,4.747063114845938,0.33809574419545685
8.489373169721923e-6,3.673936821142552e-6,1.9926148824136095e-5,0.0009522019716243091,1.5881495869777762,NaN,1.4534934032874163,0.6850241013091516,0.6850241013091516,0.0380356409714652,13.522844510426111,5.824126229374432,0.32386751407360614
1.1766600669491257e-5,1.4695747284570237e-7,1.9776904185186554e-5,0.0009523003045133266,0.1703945495301667,0.2160031292678775,0.10992405677039035,0.9875799384135113,0.9875799384135113,0.14455789098605243,1.4210915616083013,0.43141990142671854,1.2056136749127793
6.5514906702369356e-6,5.878298913828085e-6,2.0043602905127537e-5,0.0009521267082349969,1.422199642471184,0.22230006353426712,1.2839550408475795,0.5137413680196529,0.5137413680196529,0.03092652089019981,12.375114194130928,5.257503038374717,0.2691037293318352
9.83458028163447e-6,1.46957472845702e-6,2.0039083324451423e-5,0.000952129571528119,1.7206146711745638,0.20059087024751365,1.4625252035107585,0.863210580099228,0.863210580099228,0.07265111065850845,13.61590771235521,5.446373262548263,0.5749171121800793
6.217295202182672e-7,1.3960959920341697e-5,1.9875914906855952e-5,0.0009522347204547343,0.5593398256639516,0.2552284675527459,0.45828258931382565,0.04156366945946764,0.04156366945946764,0.02146626326205572,5.710028066193854,2.2015924338061468,0.2191386346522827
7.293124042640527e-6,5.143511549599572e-6,1.9954215991970944e-5,0.0009521838224686125,1.4744522487976501,0.2241688797533135,1.335230017784548,0.5725176569671031,0.5725176569671031,0.034045766444061945,12.83685083181039,5.470473711307823,0.2964086667801319
