"ug","uw","mu_gas","mu_liq","muf_tot","sw_ave","muf_in","fg_in","fg_out","muf_err","dp_tot","dp_mid","dp_err"
9.597761171093203e-6,4.408724185371063e-6,1.985669609932038e-5,0.0009522473417671935,1.3703433884049447,0.21535058320872366,1.1992281930360988,0.6717795973638833,0.6717795973638833,0.062343301356885004,13.43641637588488,5.533462108042242,0.6112851438305615
1.2664655630142102e-5,1.469574728457021e-6,1.977635989632639e-5,0.0009523006689676796,0.896266768150563,NaN,0.8048576616669633,0.8920082484966881,0.8920082484966881,0.01643816774500891,8.868176584905664,3.7476341396226407,0.16264864376914023
7.001986063664326e-6,7.347873642285104e-6,1.9790638657526046e-5,0.0009522911223956077,1.0230186268305255,0.22406616252352063,0.9239163392999863,0.4757842395952498,0.4757842395952498,0.03060883265555942,10.276756577881102,4.367634034872134,0.30748171546869835
1.2692150050892958e-5,1.4695747284570201e-6,1.976998952990015e-5,0.000952304937807275,0.9000584730052837,0.20267681041750552,0.7556004190237138,0.8921826348034672,0.8921826348034672,0.012117141447633178,8.923017564551422,3.5251230306345724,0.12012715752607571
8.335663112177594e-6,5.878298913828084e-6,1.9814418470822597e-5,0.0009522752897024945,1.2144808499359832,0.22657863606547501,1.08519984425544,0.5726673991849213,0.5726673991849213,0.023028734285863498,12.084555908212565,5.081486925120773,0.22914484570716626
1.1025843167576564e-5,2.9391494569140423e-6,1.98385261092837e-5,0.0009522593220125901,1.446497587580578,0.20846654522269922,1.2523231420952228,0.7784888741991155,0.7784888741991155,0.015284941917272575,14.141103391393438,5.761334032786885,0.14942710298267567
1.3855965540155767e-5,7.347873642285109e-7,1.9673777411930132e-5,0.0009523701572906635,0.29959423577625455,0.20844761979539012,0.17969054703612272,0.9488956149431277,0.9488956149431277,0.01189036670638733,3.0601028910441603,0.863711838629798,0.12145008544478474
1.0332037849371654e-5,3.6739368211425524e-6,1.983990555101873e-5,0.0009522584108493258,1.4651793200471315,0.21572775844057535,1.2435177983848489,0.7246767451888602,0.7246767451888602,0.036170153736337265,14.365772684035845,5.737613386325921,0.3546406910153061
1.1880106785033464e-5,2.204362092685532e-6,1.979644826774842e-5,0.0009522872467367586,1.1594328345662885,0.20542147766277513,0.9711606535359787,0.8362390728114996,0.8362390728114996,0.021733289851570817,11.431703266818703,4.50606541391106,0.21428453049447882
1.4442826748796491e-6,1.3226172556113189e-5,1.9701304901755787e-5,0.0009523513517496234,0.5468685358536386,0.2313416826007245,0.4776860747031596,0.09600149796885661,0.09600149796885661,0.04902451694287516,5.6163142583518955,2.3086181748329624,0.5034794936324034
5.6842006471531944e-6,8.817448370742124e-6,1.974772420399623e-5,0.0009523199054777882,0.8699522844435663,NaN,0.7858203622508694,0.38184008793570373,0.38184008793570373,0.029648939820896485,8.831565532196969,3.7541066534090906,0.3009895596238273
9.051808897722704e-6,5.143511549599572e-6,1.980729221653612e-5,0.000952280025773886,1.28277166188187,NaN,1.1488310580865102,0.6237609766936412,0.6237609766936412,0.01955995576584597,12.747335940525588,5.37238722406639,0.194373897193264
2.873646216015868e-6,1.1756597827656168e-5,1.9716001792485613e-5,0.0009523413597932087,0.6789611951456725,NaN,0.6088694632522247,0.19107606683643932,0.19107606683643932,0.02591673071554994,6.953787218683652,2.9345512781316345,0.26543406617102877
1.4425785659439235e-5,2.939149456914034e-7,1.9648309292145964e-5,0.000952387662594053,0.15602599792075222,0.22801395395426452,0.11556854857571311,0.9798706842234985,0.9798706842234985,0.006588834065457501,1.6077585167464123,0.5604083202323991,0.0678941601100904
4.2788135928734025e-6,1.0287023099199143e-5,1.9737125035526628e-5,0.0009523270568344628,0.7910268831674159,0.22289900017391906,0.717153813879972,0.2856830519683254,0.2856830519683254,0.02986821059916565,8.06587622050717,3.4412298996692394,0.3045576512599037
7.229015442272556e-7,1.3960959920341696e-5,1.969833296189442e-5,0.0009523533763432719,0.46988538337483415,0.2520354766626522,0.3978922273883086,0.048117190541470976,0.048117190541470976,0.04871952522751826,4.830110734513274,1.9247382313527177,0.500804472979547
1.4959528355916029e-5,2.939149456914041e-6,1.982640542363971e-5,0.0009522673397456389,1.0729929882831073,0.2074081662392032,0.948725861645684,0.8270442275600969,0.8270442275600969,0.02326203491487186,13.44443970437567,5.594066550693704,0.29146977587849726
