"sw","krw"
0.2552284676,0.001629843733907613
0.238461147,0.0016014487285126962
0.2474145145,0.0011328102156751706
0.2352436387,0.0007547504336273406
0.2238788821,0.00041811389006097963
0.2223000635,0.00031660813419376874
0.2241688798,0.0002670833939221361
0.2148368694,0.0002224537736331351
0.2150264908,0.00023118502205195636
0.1982402094,0.00014088112960737996
0.1995185041,0.00010010084610317265
0.2005908702,7.193926824263217e-5
