"sw","krw"
0.2520354767,0.001926998000677156
0.2313416826,0.0015700189041730301
0.2228990002,0.0008502544073851313
0.2240661625,0.0004766502077487768
0.2265786361,0.0003242711890972148
0.2153505832,0.00021872785770586133
0.2157277584,0.00017048397105269613
